image_path,xmin,ymin,xmax,ymax,class
LineCharts/3_line_6644.png,-6,789,93,95,YAxisbbox
LineCharts/3_line_6644.png,320,331,590,235,Legendbbox
LineCharts/4_line_6645.png,97,889,758,782,XAxisbbox
LineCharts/4_line_6645.png,-18,767,93,126,YAxisbbox
LineCharts/4_line_6645.png,373,451,599,334,Legendbbox
LineCharts/5_line_6646.png,85,1037,776,782,XAxisbbox
LineCharts/5_line_6646.png,4,788,93,95,YAxisbbox
LineCharts/5_line_6646.png,305,544,562,347,Legendbbox
LineCharts/2_line_6647.png,85,837,776,782,XAxisbbox
LineCharts/2_line_6647.png,3,783,93,95,YAxisbbox
LineCharts/2_line_6647.png,353,528,590,462,Legendbbox
LineCharts/4_line_6648.png,89,990,767,782,XAxisbbox
LineCharts/4_line_6648.png,14,743,93,126,YAxisbbox
LineCharts/4_line_6648.png,500,469,711,353,Legendbbox
LineCharts/2_line_6649.png,85,901,775,782,XAxisbbox
LineCharts/2_line_6649.png,-12,793,93,95,YAxisbbox
LineCharts/2_line_6649.png,216,381,405,320,Legendbbox
LineCharts/3_line_6650.png,101,844,767,782,XAxisbbox
LineCharts/3_line_6650.png,-12,782,93,126,YAxisbbox
LineCharts/3_line_6650.png,535,592,762,496,Legendbbox
LineCharts/5_line_6651.png,97,889,761,782,XAxisbbox
LineCharts/5_line_6651.png,16,753,93,126,YAxisbbox
LineCharts/5_line_6651.png,571,545,797,428,Legendbbox
LineCharts/4_line_6652.png,85,957,774,782,XAxisbbox
LineCharts/4_line_6652.png,-20,787,145,81,YAxisbbox
LineCharts/4_line_6652.png,224,424,406,333,Legendbbox
LineCharts/5_line_6653.png,89,970,770,782,XAxisbbox
LineCharts/5_line_6653.png,22,787,145,81,YAxisbbox
LineCharts/5_line_6653.png,326,299,534,181,Legendbbox
LineCharts/5_line_6654.png,89,1049,770,782,XAxisbbox
LineCharts/5_line_6654.png,-12,805,93,120,YAxisbbox
LineCharts/5_line_6654.png,447,280,685,123,Legendbbox
LineCharts/4_line_6655.png,79,883,806,782,XAxisbbox
LineCharts/4_line_6655.png,37,806,93,117,YAxisbbox
LineCharts/4_line_6655.png,304,527,469,436,Legendbbox
LineCharts/2_line_6657.png,97,1030,757,782,XAxisbbox
LineCharts/2_line_6657.png,13,792,93,95,YAxisbbox
LineCharts/2_line_6657.png,368,467,472,420,Legendbbox
LineCharts/2_line_6658.png,92,898,793,782,XAxisbbox
LineCharts/2_line_6658.png,-17,792,93,125,YAxisbbox
LineCharts/2_line_6658.png,450,313,675,230,Legendbbox
LineCharts/5_line_6659.png,80,1016,804,782,XAxisbbox
LineCharts/5_line_6659.png,-51,790,93,95,YAxisbbox
LineCharts/5_line_6659.png,307,435,670,238,Legendbbox
LineCharts/4_line_6660.png,97,865,759,782,XAxisbbox
LineCharts/4_line_6660.png,3,781,93,119,YAxisbbox
LineCharts/4_line_6660.png,268,296,470,201,Legendbbox
LineCharts/4_line_6661.png,97,954,760,782,XAxisbbox
LineCharts/4_line_6661.png,-33,805,93,119,YAxisbbox
LineCharts/4_line_6661.png,525,336,779,220,Legendbbox
LineCharts/4_line_6662.png,97,841,759,782,XAxisbbox
LineCharts/4_line_6662.png,6,767,93,126,YAxisbbox
LineCharts/4_line_6662.png,292,320,493,203,Legendbbox
LineCharts/2_line_6663.png,85,911,775,782,XAxisbbox
LineCharts/2_line_6663.png,-34,762,93,126,YAxisbbox
LineCharts/2_line_6663.png,442,290,624,240,Legendbbox
LineCharts/3_line_6664.png,97,1032,758,782,XAxisbbox
LineCharts/3_line_6664.png,-33,751,93,126,YAxisbbox
LineCharts/3_line_6664.png,324,565,558,444,Legendbbox
LineCharts/4_line_6665.png,92,877,772,782,XAxisbbox
LineCharts/4_line_6665.png,-20,750,145,81,YAxisbbox
LineCharts/4_line_6665.png,485,389,663,295,Legendbbox
LineCharts/3_line_6666.png,85,1035,775,782,XAxisbbox
LineCharts/3_line_6666.png,10,758,93,95,YAxisbbox
LineCharts/3_line_6666.png,373,594,554,505,Legendbbox
LineCharts/3_line_6667.png,92,1007,770,782,XAxisbbox
LineCharts/3_line_6667.png,-26,758,93,126,YAxisbbox
LineCharts/3_line_6667.png,564,502,720,429,Legendbbox
LineCharts/2_line_6668.png,85,1025,774,782,XAxisbbox
LineCharts/2_line_6668.png,-19,743,93,126,YAxisbbox
LineCharts/2_line_6668.png,229,411,366,364,Legendbbox
LineCharts/4_line_6669.png,80,906,804,782,XAxisbbox
LineCharts/4_line_6669.png,-9,806,93,115,YAxisbbox
LineCharts/4_line_6669.png,261,612,435,475,Legendbbox
LineCharts/2_line_6670.png,79,860,806,782,XAxisbbox
LineCharts/2_line_6670.png,0,806,93,117,YAxisbbox
LineCharts/2_line_6670.png,220,316,419,245,Legendbbox
LineCharts/2_line_6671.png,89,1042,769,782,XAxisbbox
LineCharts/2_line_6671.png,3,805,93,116,YAxisbbox
LineCharts/2_line_6671.png,404,328,564,281,Legendbbox
LineCharts/5_line_6672.png,92,853,766,782,XAxisbbox
LineCharts/5_line_6672.png,16,768,93,126,YAxisbbox
LineCharts/5_line_6672.png,532,493,690,349,Legendbbox
LineCharts/4_line_6673.png,85,1049,776,782,XAxisbbox
LineCharts/4_line_6673.png,21,792,93,125,YAxisbbox
LineCharts/4_line_6673.png,314,605,501,510,Legendbbox
LineCharts/5_line_6674.png,80,1003,804,782,XAxisbbox
LineCharts/5_line_6674.png,-18,795,93,126,YAxisbbox
LineCharts/5_line_6674.png,273,395,562,198,Legendbbox
LineCharts/5_line_6675.png,85,1009,777,782,XAxisbbox
LineCharts/5_line_6675.png,-25,787,145,81,YAxisbbox
LineCharts/5_line_6675.png,501,586,709,442,Legendbbox
LineCharts/3_line_6676.png,97,1022,787,782,XAxisbbox
LineCharts/3_line_6676.png,16,805,93,115,YAxisbbox
LineCharts/3_line_6676.png,432,419,601,330,Legendbbox
LineCharts/5_line_6677.png,96,999,763,782,XAxisbbox
LineCharts/5_line_6677.png,-24,743,93,126,YAxisbbox
LineCharts/5_line_6677.png,462,551,648,433,Legendbbox
LineCharts/4_line_6678.png,89,880,769,782,XAxisbbox
LineCharts/4_line_6678.png,0,743,93,126,YAxisbbox
LineCharts/4_line_6678.png,474,543,657,453,Legendbbox
LineCharts/2_line_6679.png,97,1023,758,782,XAxisbbox
LineCharts/2_line_6679.png,-40,751,93,126,YAxisbbox
LineCharts/2_line_6679.png,255,401,444,335,Legendbbox
LineCharts/4_line_6680.png,97,878,758,782,XAxisbbox
LineCharts/4_line_6680.png,12,806,93,118,YAxisbbox
LineCharts/4_line_6680.png,405,426,711,289,Legendbbox
LineCharts/4_line_6681.png,97,931,787,782,XAxisbbox
LineCharts/4_line_6681.png,25,762,93,126,YAxisbbox
LineCharts/4_line_6681.png,189,321,366,231,Legendbbox
LineCharts/4_line_6682.png,89,1050,770,782,XAxisbbox
LineCharts/4_line_6682.png,12,751,93,126,YAxisbbox
LineCharts/4_line_6682.png,437,406,725,247,Legendbbox
LineCharts/5_line_6683.png,97,899,758,782,XAxisbbox
LineCharts/5_line_6683.png,-17,758,93,95,YAxisbbox
LineCharts/5_line_6683.png,535,361,862,191,Legendbbox
LineCharts/4_line_6684.png,80,1044,804,782,XAxisbbox
LineCharts/4_line_6684.png,-14,805,93,115,YAxisbbox
LineCharts/4_line_6684.png,271,415,423,277,Legendbbox
LineCharts/5_line_6685.png,85,873,776,782,XAxisbbox
LineCharts/5_line_6685.png,24,792,93,122,YAxisbbox
LineCharts/5_line_6685.png,253,563,512,392,Legendbbox
LineCharts/5_line_6686.png,89,1051,767,782,XAxisbbox
LineCharts/5_line_6686.png,-32,787,93,95,YAxisbbox
LineCharts/5_line_6686.png,426,380,640,236,Legendbbox
LineCharts/3_line_6687.png,79,861,806,782,XAxisbbox
LineCharts/3_line_6687.png,-17,781,93,110,YAxisbbox
LineCharts/3_line_6687.png,429,334,624,266,Legendbbox
LineCharts/5_line_6688.png,85,989,777,782,XAxisbbox
LineCharts/5_line_6688.png,8,788,93,126,YAxisbbox
LineCharts/5_line_6688.png,553,422,762,278,Legendbbox
LineCharts/3_line_6689.png,85,930,776,782,XAxisbbox
LineCharts/3_line_6689.png,-43,756,93,126,YAxisbbox
LineCharts/3_line_6689.png,456,455,783,334,Legendbbox
LineCharts/2_line_6690.png,97,1005,759,782,XAxisbbox
LineCharts/2_line_6690.png,-24,792,93,95,YAxisbbox
LineCharts/2_line_6690.png,303,552,444,502,Legendbbox
LineCharts/5_line_6691.png,97,932,766,782,XAxisbbox
LineCharts/5_line_6691.png,30,797,93,126,YAxisbbox
LineCharts/5_line_6691.png,479,315,703,171,Legendbbox
LineCharts/2_line_6692.png,101,863,755,782,XAxisbbox
LineCharts/2_line_6692.png,21,787,93,95,YAxisbbox
LineCharts/2_line_6692.png,567,361,707,294,Legendbbox
LineCharts/4_line_6693.png,97,924,759,782,XAxisbbox
LineCharts/4_line_6693.png,1,743,93,126,YAxisbbox
LineCharts/4_line_6693.png,471,446,604,357,Legendbbox
LineCharts/2_line_6694.png,85,837,774,782,XAxisbbox
LineCharts/2_line_6694.png,0,806,93,120,YAxisbbox
LineCharts/2_line_6694.png,230,528,394,479,Legendbbox
LineCharts/2_line_6695.png,96,879,763,782,XAxisbbox
LineCharts/2_line_6695.png,23,764,93,126,YAxisbbox
LineCharts/2_line_6695.png,261,406,405,357,Legendbbox
LineCharts/2_line_6696.png,79,936,806,782,XAxisbbox
LineCharts/2_line_6696.png,-20,777,93,126,YAxisbbox
LineCharts/2_line_6696.png,423,303,609,242,Legendbbox
LineCharts/2_line_6697.png,96,851,761,782,XAxisbbox
LineCharts/2_line_6697.png,26,761,93,95,YAxisbbox
LineCharts/2_line_6697.png,256,556,357,506,Legendbbox
LineCharts/5_line_6698.png,97,887,758,782,XAxisbbox
LineCharts/5_line_6698.png,30,750,93,126,YAxisbbox
LineCharts/5_line_6698.png,583,497,778,380,Legendbbox
LineCharts/4_line_6699.png,85,856,772,782,XAxisbbox
LineCharts/4_line_6699.png,-30,762,93,126,YAxisbbox
LineCharts/4_line_6699.png,587,401,873,242,Legendbbox
LineCharts/3_line_6700.png,80,980,777,782,XAxisbbox
LineCharts/3_line_6700.png,18,762,93,126,YAxisbbox
LineCharts/3_line_6700.png,414,585,575,513,Legendbbox
LineCharts/3_line_6701.png,97,981,759,782,XAxisbbox
LineCharts/3_line_6701.png,-9,781,93,120,YAxisbbox
LineCharts/3_line_6701.png,323,310,611,189,Legendbbox
LineCharts/3_line_6702.png,85,1004,780,782,XAxisbbox
LineCharts/3_line_6702.png,-16,797,93,124,YAxisbbox
LineCharts/3_line_6702.png,561,472,790,351,Legendbbox
LineCharts/2_line_6703.png,89,845,795,782,XAxisbbox
LineCharts/2_line_6703.png,-41,802,93,95,YAxisbbox
LineCharts/2_line_6703.png,296,471,603,388,Legendbbox
LineCharts/2_line_6704.png,97,881,758,782,XAxisbbox
LineCharts/2_line_6704.png,-14,794,93,95,YAxisbbox
LineCharts/2_line_6704.png,582,569,731,522,Legendbbox
LineCharts/3_line_6705.png,85,1043,778,782,XAxisbbox
LineCharts/3_line_6705.png,32,788,93,95,YAxisbbox
LineCharts/3_line_6705.png,339,408,509,340,Legendbbox
LineCharts/3_line_6706.png,97,1024,760,782,XAxisbbox
LineCharts/3_line_6706.png,-20,743,93,126,YAxisbbox
LineCharts/3_line_6706.png,549,347,850,241,Legendbbox
LineCharts/4_line_6707.png,89,879,771,782,XAxisbbox
LineCharts/4_line_6707.png,-5,759,93,126,YAxisbbox
LineCharts/4_line_6707.png,203,325,433,198,Legendbbox
LineCharts/4_line_6708.png,97,840,758,782,XAxisbbox
LineCharts/4_line_6708.png,-31,743,93,126,YAxisbbox
LineCharts/4_line_6708.png,544,474,868,315,Legendbbox
LineCharts/3_line_6709.png,89,1006,770,782,XAxisbbox
LineCharts/3_line_6709.png,-10,787,145,81,YAxisbbox
LineCharts/3_line_6709.png,446,511,653,422,Legendbbox
LineCharts/3_line_6710.png,97,1048,768,782,XAxisbbox
LineCharts/3_line_6710.png,-16,754,93,126,YAxisbbox
LineCharts/3_line_6710.png,350,464,618,375,Legendbbox
LineCharts/2_line_6711.png,79,995,806,782,XAxisbbox
LineCharts/2_line_6711.png,-35,801,93,95,YAxisbbox
LineCharts/2_line_6711.png,460,284,761,212,Legendbbox
LineCharts/3_line_6712.png,85,1029,778,782,XAxisbbox
LineCharts/3_line_6712.png,28,790,93,95,YAxisbbox
LineCharts/3_line_6712.png,290,386,472,314,Legendbbox
LineCharts/3_line_6713.png,79,1020,777,782,XAxisbbox
LineCharts/3_line_6713.png,-25,806,93,118,YAxisbbox
LineCharts/3_line_6713.png,293,439,491,351,Legendbbox
LineCharts/2_line_6714.png,80,1035,776,782,XAxisbbox
LineCharts/2_line_6714.png,-15,805,93,119,YAxisbbox
LineCharts/2_line_6714.png,563,559,708,512,Legendbbox
LineCharts/3_line_6715.png,96,917,764,782,XAxisbbox
LineCharts/3_line_6715.png,-24,763,93,126,YAxisbbox
LineCharts/3_line_6715.png,189,562,388,489,Legendbbox
LineCharts/5_line_6716.png,97,1034,759,782,XAxisbbox
LineCharts/5_line_6716.png,20,792,93,95,YAxisbbox
LineCharts/5_line_6716.png,359,536,651,379,Legendbbox
LineCharts/3_line_6717.png,97,1000,761,782,XAxisbbox
LineCharts/3_line_6717.png,15,769,93,126,YAxisbbox
LineCharts/3_line_6717.png,269,587,403,515,Legendbbox
LineCharts/5_line_6718.png,85,963,777,782,XAxisbbox
LineCharts/5_line_6718.png,24,805,93,120,YAxisbbox
LineCharts/5_line_6718.png,551,496,862,326,Legendbbox
LineCharts/3_line_6719.png,92,1009,765,782,XAxisbbox
LineCharts/3_line_6719.png,21,781,93,126,YAxisbbox
LineCharts/3_line_6719.png,471,467,649,378,Legendbbox
LineCharts/2_line_6720.png,80,921,804,782,XAxisbbox
LineCharts/2_line_6720.png,21,796,93,126,YAxisbbox
LineCharts/2_line_6720.png,378,553,555,492,Legendbbox
LineCharts/5_line_6721.png,97,968,757,782,XAxisbbox
LineCharts/5_line_6721.png,0,743,93,126,YAxisbbox
LineCharts/5_line_6721.png,198,402,396,205,Legendbbox
LineCharts/3_line_6722.png,89,1038,773,782,XAxisbbox
LineCharts/3_line_6722.png,-16,794,93,95,YAxisbbox
LineCharts/3_line_6722.png,579,541,795,445,Legendbbox
LineCharts/4_line_6723.png,97,863,759,782,XAxisbbox
LineCharts/4_line_6723.png,31,760,93,126,YAxisbbox
LineCharts/4_line_6723.png,474,284,748,145,Legendbbox
LineCharts/4_line_6724.png,92,927,793,782,XAxisbbox
LineCharts/4_line_6724.png,-35,805,93,116,YAxisbbox
LineCharts/4_line_6724.png,261,526,449,432,Legendbbox
LineCharts/2_line_6725.png,97,840,758,782,XAxisbbox
LineCharts/2_line_6725.png,-35,753,93,126,YAxisbbox
LineCharts/2_line_6725.png,260,504,382,457,Legendbbox
LineCharts/4_line_6726.png,89,1003,768,782,XAxisbbox
LineCharts/4_line_6726.png,-10,762,93,126,YAxisbbox
LineCharts/4_line_6726.png,295,583,590,424,Legendbbox
LineCharts/4_line_6727.png,97,875,758,782,XAxisbbox
LineCharts/4_line_6727.png,3,750,93,126,YAxisbbox
LineCharts/4_line_6727.png,492,341,709,182,Legendbbox
LineCharts/3_line_6728.png,97,847,757,782,XAxisbbox
LineCharts/3_line_6728.png,-1,754,93,126,YAxisbbox
LineCharts/3_line_6728.png,463,426,657,337,Legendbbox
LineCharts/5_line_6729.png,97,1028,758,782,XAxisbbox
LineCharts/5_line_6729.png,-19,805,93,120,YAxisbbox
LineCharts/5_line_6729.png,314,378,529,262,Legendbbox
LineCharts/4_line_6730.png,97,939,761,782,XAxisbbox
LineCharts/4_line_6730.png,-31,754,93,95,YAxisbbox
LineCharts/4_line_6730.png,216,307,559,170,Legendbbox
LineCharts/4_line_6731.png,85,1043,776,782,XAxisbbox
LineCharts/4_line_6731.png,-27,785,145,81,YAxisbbox
LineCharts/4_line_6731.png,385,487,606,350,Legendbbox
LineCharts/5_line_6732.png,85,1023,776,782,XAxisbbox
LineCharts/5_line_6732.png,26,772,93,126,YAxisbbox
LineCharts/5_line_6732.png,383,608,716,411,Legendbbox
LineCharts/5_line_6733.png,85,837,775,782,XAxisbbox
LineCharts/5_line_6733.png,29,762,93,126,YAxisbbox
LineCharts/5_line_6733.png,437,306,582,194,Legendbbox
LineCharts/2_line_6734.png,79,862,777,782,XAxisbbox
LineCharts/2_line_6734.png,-23,754,93,126,YAxisbbox
LineCharts/2_line_6734.png,354,442,543,376,Legendbbox
LineCharts/5_line_6735.png,85,873,800,782,XAxisbbox
LineCharts/5_line_6735.png,-17,796,93,95,YAxisbbox
LineCharts/5_line_6735.png,422,409,686,212,Legendbbox
LineCharts/2_line_6736.png,85,927,771,782,XAxisbbox
LineCharts/2_line_6736.png,-17,756,93,126,YAxisbbox
LineCharts/2_line_6736.png,411,398,627,332,Legendbbox
LineCharts/3_line_6737.png,92,993,769,782,XAxisbbox
LineCharts/3_line_6737.png,10,752,93,126,YAxisbbox
LineCharts/3_line_6737.png,285,561,526,464,Legendbbox
LineCharts/4_line_6738.png,85,924,776,782,XAxisbbox
LineCharts/4_line_6738.png,9,767,93,126,YAxisbbox
LineCharts/4_line_6738.png,337,532,503,443,Legendbbox
LineCharts/5_line_6739.png,97,976,764,782,XAxisbbox
LineCharts/5_line_6739.png,17,750,93,126,YAxisbbox
LineCharts/5_line_6739.png,291,417,528,300,Legendbbox
LineCharts/4_line_6740.png,80,1011,779,782,XAxisbbox
LineCharts/4_line_6740.png,-27,743,93,126,YAxisbbox
LineCharts/4_line_6740.png,245,468,546,309,Legendbbox
LineCharts/4_line_6741.png,92,835,773,782,XAxisbbox
LineCharts/4_line_6741.png,8,743,93,126,YAxisbbox
LineCharts/4_line_6741.png,217,292,366,202,Legendbbox
LineCharts/2_line_6742.png,80,932,804,782,XAxisbbox
LineCharts/2_line_6742.png,18,799,93,95,YAxisbbox
LineCharts/2_line_6742.png,311,527,461,467,Legendbbox
LineCharts/3_line_6743.png,97,917,758,782,XAxisbbox
LineCharts/3_line_6743.png,-4,792,93,95,YAxisbbox
LineCharts/3_line_6743.png,253,611,458,490,Legendbbox
LineCharts/2_line_6744.png,97,1022,760,782,XAxisbbox
LineCharts/2_line_6744.png,24,754,93,126,YAxisbbox
LineCharts/2_line_6744.png,377,415,616,349,Legendbbox
LineCharts/5_line_6745.png,92,1041,770,782,XAxisbbox
LineCharts/5_line_6745.png,-19,788,93,95,YAxisbbox
LineCharts/5_line_6745.png,284,529,456,418,Legendbbox
LineCharts/5_line_6746.png,97,958,757,782,XAxisbbox
LineCharts/5_line_6746.png,-18,753,93,126,YAxisbbox
LineCharts/5_line_6746.png,482,386,787,189,Legendbbox
LineCharts/2_line_6747.png,97,987,758,782,XAxisbbox
LineCharts/2_line_6747.png,-40,750,93,126,YAxisbbox
LineCharts/2_line_6747.png,475,412,608,365,Legendbbox
LineCharts/4_line_6748.png,85,850,777,782,XAxisbbox
LineCharts/4_line_6748.png,3,797,93,117,YAxisbbox
LineCharts/4_line_6748.png,454,539,640,449,Legendbbox
LineCharts/3_line_6749.png,101,961,761,782,XAxisbbox
LineCharts/3_line_6749.png,38,743,93,126,YAxisbbox
LineCharts/3_line_6749.png,489,533,599,465,Legendbbox
LineCharts/3_line_6750.png,96,854,764,782,XAxisbbox
LineCharts/3_line_6750.png,-33,743,93,126,YAxisbbox
LineCharts/3_line_6750.png,417,311,701,190,Legendbbox
LineCharts/5_line_6751.png,85,1025,774,782,XAxisbbox
LineCharts/5_line_6751.png,-3,743,93,125,YAxisbbox
LineCharts/5_line_6751.png,185,491,385,347,Legendbbox
LineCharts/2_line_6752.png,85,1005,776,782,XAxisbbox
LineCharts/2_line_6752.png,-43,753,93,126,YAxisbbox
LineCharts/2_line_6752.png,369,553,610,470,Legendbbox
LineCharts/3_line_6753.png,80,1045,804,782,XAxisbbox
LineCharts/3_line_6753.png,9,743,93,126,YAxisbbox
LineCharts/3_line_6753.png,367,623,584,526,Legendbbox
LineCharts/4_line_6754.png,97,923,757,782,XAxisbbox
LineCharts/4_line_6754.png,-7,806,93,122,YAxisbbox
LineCharts/4_line_6754.png,409,617,610,501,Legendbbox
LineCharts/2_line_6755.png,89,851,770,782,XAxisbbox
LineCharts/2_line_6755.png,1,806,93,119,YAxisbbox
LineCharts/2_line_6755.png,497,443,606,393,Legendbbox
LineCharts/3_line_6756.png,97,1052,757,782,XAxisbbox
LineCharts/3_line_6756.png,9,789,93,95,YAxisbbox
LineCharts/3_line_6756.png,427,449,634,361,Legendbbox
LineCharts/2_line_6757.png,97,1004,757,782,XAxisbbox
LineCharts/2_line_6757.png,20,754,93,95,YAxisbbox
LineCharts/2_line_6757.png,202,457,379,407,Legendbbox
LineCharts/2_line_6758.png,89,955,772,782,XAxisbbox
LineCharts/2_line_6758.png,17,753,93,126,YAxisbbox
LineCharts/2_line_6758.png,328,601,540,529,Legendbbox
LineCharts/5_line_6759.png,97,997,758,782,XAxisbbox
LineCharts/5_line_6759.png,25,770,93,126,YAxisbbox
LineCharts/5_line_6759.png,217,392,355,274,Legendbbox
LineCharts/4_line_6760.png,80,879,804,782,XAxisbbox
LineCharts/4_line_6760.png,-21,779,93,126,YAxisbbox
LineCharts/4_line_6760.png,584,503,866,366,Legendbbox
LineCharts/3_line_6761.png,79,1005,806,782,XAxisbbox
LineCharts/3_line_6761.png,-16,805,93,115,YAxisbbox
LineCharts/3_line_6761.png,455,339,679,250,Legendbbox
LineCharts/5_line_6762.png,85,965,776,782,XAxisbbox
LineCharts/5_line_6762.png,-8,759,93,126,YAxisbbox
LineCharts/5_line_6762.png,207,506,474,336,Legendbbox
LineCharts/3_line_6763.png,89,997,772,782,XAxisbbox
LineCharts/3_line_6763.png,16,754,93,95,YAxisbbox
LineCharts/3_line_6763.png,321,418,464,350,Legendbbox
LineCharts/3_line_6764.png,97,889,758,782,XAxisbbox
LineCharts/3_line_6764.png,5,743,93,126,YAxisbbox
LineCharts/3_line_6764.png,446,493,781,372,Legendbbox
LineCharts/2_line_6765.png,96,850,761,782,XAxisbbox
LineCharts/2_line_6765.png,-34,775,93,126,YAxisbbox
LineCharts/2_line_6765.png,419,421,670,349,Legendbbox
LineCharts/4_line_6766.png,97,849,757,782,XAxisbbox
LineCharts/4_line_6766.png,29,805,93,121,YAxisbbox
LineCharts/4_line_6766.png,564,389,761,272,Legendbbox
LineCharts/2_line_6767.png,97,1000,787,782,XAxisbbox
LineCharts/2_line_6767.png,14,806,93,111,YAxisbbox
LineCharts/2_line_6767.png,473,464,741,397,Legendbbox
LineCharts/2_line_6768.png,97,888,758,782,XAxisbbox
LineCharts/2_line_6768.png,0,783,93,95,YAxisbbox
LineCharts/2_line_6768.png,571,483,837,417,Legendbbox
LineCharts/2_line_6769.png,89,889,771,782,XAxisbbox
LineCharts/2_line_6769.png,3,753,93,126,YAxisbbox
LineCharts/2_line_6769.png,412,568,750,485,Legendbbox
LineCharts/2_line_6770.png,97,992,764,782,XAxisbbox
LineCharts/2_line_6770.png,30,817,93,95,YAxisbbox
LineCharts/2_line_6770.png,254,473,379,413,Legendbbox
LineCharts/2_line_6771.png,92,963,764,782,XAxisbbox
LineCharts/2_line_6771.png,-20,743,93,126,YAxisbbox
LineCharts/2_line_6771.png,446,457,600,406,Legendbbox
LineCharts/3_line_6772.png,97,941,758,782,XAxisbbox
LineCharts/3_line_6772.png,18,795,93,95,YAxisbbox
LineCharts/3_line_6772.png,505,464,718,344,Legendbbox
LineCharts/3_line_6773.png,92,855,777,782,XAxisbbox
LineCharts/3_line_6773.png,-1,797,93,115,YAxisbbox
LineCharts/3_line_6773.png,414,370,627,298,Legendbbox
LineCharts/3_line_6774.png,85,1031,776,782,XAxisbbox
LineCharts/3_line_6774.png,-28,765,93,126,YAxisbbox
LineCharts/3_line_6774.png,434,459,601,387,Legendbbox
LineCharts/5_line_6775.png,85,861,774,782,XAxisbbox
LineCharts/5_line_6775.png,32,743,93,126,YAxisbbox
LineCharts/5_line_6775.png,327,344,482,200,Legendbbox
LineCharts/5_line_6776.png,79,858,806,782,XAxisbbox
LineCharts/5_line_6776.png,-37,781,93,95,YAxisbbox
LineCharts/5_line_6776.png,197,369,491,200,Legendbbox
LineCharts/5_line_6777.png,89,897,773,782,XAxisbbox
LineCharts/5_line_6777.png,14,754,93,126,YAxisbbox
LineCharts/5_line_6777.png,297,502,623,332,Legendbbox
LineCharts/4_line_6778.png,80,944,804,782,XAxisbbox
LineCharts/4_line_6778.png,-38,815,93,95,YAxisbbox
LineCharts/4_line_6778.png,265,307,418,217,Legendbbox
LineCharts/2_line_6779.png,97,892,757,782,XAxisbbox
LineCharts/2_line_6779.png,-14,792,93,95,YAxisbbox
LineCharts/2_line_6779.png,504,555,685,504,Legendbbox
LineCharts/4_line_6780.png,97,990,758,782,XAxisbbox
LineCharts/4_line_6780.png,5,772,93,126,YAxisbbox
LineCharts/4_line_6780.png,462,483,717,345,Legendbbox
LineCharts/3_line_6781.png,89,982,772,782,XAxisbbox
LineCharts/3_line_6781.png,31,806,93,120,YAxisbbox
LineCharts/3_line_6781.png,283,606,529,502,Legendbbox
LineCharts/4_line_6782.png,97,918,759,782,XAxisbbox
LineCharts/4_line_6782.png,1,794,93,95,YAxisbbox
LineCharts/4_line_6782.png,400,425,671,308,Legendbbox
LineCharts/3_line_6783.png,96,944,769,782,XAxisbbox
LineCharts/3_line_6783.png,8,815,93,95,YAxisbbox
LineCharts/3_line_6783.png,230,574,409,502,Legendbbox
LineCharts/5_line_6784.png,97,999,787,782,XAxisbbox
LineCharts/5_line_6784.png,-18,802,93,95,YAxisbbox
LineCharts/5_line_6784.png,372,282,553,165,Legendbbox
LineCharts/2_line_6785.png,89,1011,770,782,XAxisbbox
LineCharts/2_line_6785.png,8,789,93,95,YAxisbbox
LineCharts/2_line_6785.png,492,360,693,293,Legendbbox
LineCharts/5_line_6787.png,97,961,758,782,XAxisbbox
LineCharts/5_line_6787.png,-46,757,93,126,YAxisbbox
LineCharts/5_line_6787.png,263,392,575,195,Legendbbox
LineCharts/2_line_6788.png,89,879,771,782,XAxisbbox
LineCharts/2_line_6788.png,-29,796,93,95,YAxisbbox
LineCharts/2_line_6788.png,187,452,351,391,Legendbbox
LineCharts/4_line_6789.png,92,1014,772,782,XAxisbbox
LineCharts/4_line_6789.png,-36,750,93,126,YAxisbbox
LineCharts/4_line_6789.png,577,588,772,497,Legendbbox
LineCharts/4_line_6790.png,97,864,787,782,XAxisbbox
LineCharts/4_line_6790.png,-34,776,93,126,YAxisbbox
LineCharts/4_line_6790.png,585,556,782,430,Legendbbox
LineCharts/4_line_6791.png,85,906,799,782,XAxisbbox
LineCharts/4_line_6791.png,-26,806,93,114,YAxisbbox
LineCharts/4_line_6791.png,351,519,554,425,Legendbbox
LineCharts/4_line_6792.png,96,1019,764,782,XAxisbbox
LineCharts/4_line_6792.png,5,794,93,95,YAxisbbox
LineCharts/4_line_6792.png,525,599,682,509,Legendbbox
LineCharts/2_line_6793.png,85,983,776,782,XAxisbbox
LineCharts/2_line_6793.png,-8,759,93,126,YAxisbbox
LineCharts/2_line_6793.png,506,334,659,284,Legendbbox
LineCharts/5_line_6794.png,97,842,759,782,XAxisbbox
LineCharts/5_line_6794.png,-2,750,145,81,YAxisbbox
LineCharts/5_line_6794.png,443,332,656,214,Legendbbox
LineCharts/5_line_6795.png,85,962,777,782,XAxisbbox
LineCharts/5_line_6795.png,-14,805,93,121,YAxisbbox
LineCharts/5_line_6795.png,451,507,584,390,Legendbbox
LineCharts/5_line_6796.png,89,848,768,782,XAxisbbox
LineCharts/5_line_6796.png,26,796,93,95,YAxisbbox
